ghi,period_end,period
397,2020-10-17T09:00:00+00:00,PT60M
555,2020-10-17T10:00:00+00:00,PT60M
664,2020-10-17T11:00:00+00:00,PT60M
639,2020-10-17T12:00:00+00:00,PT60M
699,2020-10-17T13:00:00+00:00,PT60M
622,2020-10-17T14:00:00+00:00,PT60M
449,2020-10-17T15:00:00+00:00,PT60M
243,2020-10-17T16:00:00+00:00,PT60M
92,2020-10-17T17:00:00+00:00,PT60M
2,2020-10-17T18:00:00+00:00,PT60M
0,2020-10-17T19:00:00+00:00,PT60M
0,2020-10-17T20:00:00+00:00,PT60M
0,2020-10-17T21:00:00+00:00,PT60M
0,2020-10-17T22:00:00+00:00,PT60M
0,2020-10-17T23:00:00+00:00,PT60M
0,2020-10-18T00:00:00+00:00,PT60M
0,2020-10-18T01:00:00+00:00,PT60M
0,2020-10-18T02:00:00+00:00,PT60M
0,2020-10-18T03:00:00+00:00,PT60M
0,2020-10-18T04:00:00+00:00,PT60M
0,2020-10-18T05:00:00+00:00,PT60M
0,2020-10-18T06:00:00+00:00,PT60M
33,2020-10-18T07:00:00+00:00,PT60M
199,2020-10-18T08:00:00+00:00,PT60M
372,2020-10-18T09:00:00+00:00,PT60M
535,2020-10-18T10:00:00+00:00,PT60M
639,2020-10-18T11:00:00+00:00,PT60M
597,2020-10-18T12:00:00+00:00,PT60M
670,2020-10-18T13:00:00+00:00,PT60M
608,2020-10-18T14:00:00+00:00,PT60M
478,2020-10-18T15:00:00+00:00,PT60M
305,2020-10-18T16:00:00+00:00,PT60M
115,2020-10-18T17:00:00+00:00,PT60M
2,2020-10-18T18:00:00+00:00,PT60M
0,2020-10-18T19:00:00+00:00,PT60M
0,2020-10-18T20:00:00+00:00,PT60M
0,2020-10-18T21:00:00+00:00,PT60M
0,2020-10-18T22:00:00+00:00,PT60M
0,2020-10-18T23:00:00+00:00,PT60M
0,2020-10-19T00:00:00+00:00,PT60M
0,2020-10-19T01:00:00+00:00,PT60M
0,2020-10-19T02:00:00+00:00,PT60M
0,2020-10-19T03:00:00+00:00,PT60M
0,2020-10-19T04:00:00+00:00,PT60M
0,2020-10-19T05:00:00+00:00,PT60M
0,2020-10-19T06:00:00+00:00,PT60M
30,2020-10-19T07:00:00+00:00,PT60M
194,2020-10-19T08:00:00+00:00,PT60M
382,2020-10-19T09:00:00+00:00,PT60M
538,2020-10-19T10:00:00+00:00,PT60M
644,2020-10-19T11:00:00+00:00,PT60M
650,2020-10-19T12:00:00+00:00,PT60M
673,2020-10-19T13:00:00+00:00,PT60M
596,2020-10-19T14:00:00+00:00,PT60M
465,2020-10-19T15:00:00+00:00,PT60M
293,2020-10-19T16:00:00+00:00,PT60M
106,2020-10-19T17:00:00+00:00,PT60M
1,2020-10-19T18:00:00+00:00,PT60M
0,2020-10-19T19:00:00+00:00,PT60M
0,2020-10-19T20:00:00+00:00,PT60M
0,2020-10-19T21:00:00+00:00,PT60M
0,2020-10-19T22:00:00+00:00,PT60M
0,2020-10-19T23:00:00+00:00,PT60M
0,2020-10-20T00:00:00+00:00,PT60M
0,2020-10-20T01:00:00+00:00,PT60M
0,2020-10-20T02:00:00+00:00,PT60M
0,2020-10-20T03:00:00+00:00,PT60M
0,2020-10-20T04:00:00+00:00,PT60M
0,2020-10-20T05:00:00+00:00,PT60M
0,2020-10-20T06:00:00+00:00,PT60M
21,2020-10-20T07:00:00+00:00,PT60M
136,2020-10-20T08:00:00+00:00,PT60M
311,2020-10-20T09:00:00+00:00,PT60M
395,2020-10-20T10:00:00+00:00,PT60M
540,2020-10-20T11:00:00+00:00,PT60M
645,2020-10-20T12:00:00+00:00,PT60M
590,2020-10-20T13:00:00+00:00,PT60M
352,2020-10-20T14:00:00+00:00,PT60M
280,2020-10-20T15:00:00+00:00,PT60M
170,2020-10-20T16:00:00+00:00,PT60M
72,2020-10-20T17:00:00+00:00,PT60M
0,2020-10-20T18:00:00+00:00,PT60M
0,2020-10-20T19:00:00+00:00,PT60M
0,2020-10-20T20:00:00+00:00,PT60M
0,2020-10-20T21:00:00+00:00,PT60M
0,2020-10-20T22:00:00+00:00,PT60M
0,2020-10-20T23:00:00+00:00,PT60M
0,2020-10-21T00:00:00+00:00,PT60M
0,2020-10-21T01:00:00+00:00,PT60M
0,2020-10-21T02:00:00+00:00,PT60M
0,2020-10-21T03:00:00+00:00,PT60M
0,2020-10-21T04:00:00+00:00,PT60M
0,2020-10-21T05:00:00+00:00,PT60M
0,2020-10-21T06:00:00+00:00,PT60M
4,2020-10-21T07:00:00+00:00,PT60M
156,2020-10-21T08:00:00+00:00,PT60M
359,2020-10-21T09:00:00+00:00,PT60M
512,2020-10-21T10:00:00+00:00,PT60M
617,2020-10-21T11:00:00+00:00,PT60M
626,2020-10-21T12:00:00+00:00,PT60M
633,2020-10-21T13:00:00+00:00,PT60M
549,2020-10-21T14:00:00+00:00,PT60M
362,2020-10-21T15:00:00+00:00,PT60M
129,2020-10-21T16:00:00+00:00,PT60M
48,2020-10-21T17:00:00+00:00,PT60M
0,2020-10-21T18:00:00+00:00,PT60M
0,2020-10-21T19:00:00+00:00,PT60M
0,2020-10-21T20:00:00+00:00,PT60M
0,2020-10-21T21:00:00+00:00,PT60M
0,2020-10-21T22:00:00+00:00,PT60M
0,2020-10-21T23:00:00+00:00,PT60M
0,2020-10-22T00:00:00+00:00,PT60M
0,2020-10-22T01:00:00+00:00,PT60M
0,2020-10-22T02:00:00+00:00,PT60M
0,2020-10-22T03:00:00+00:00,PT60M
0,2020-10-22T04:00:00+00:00,PT60M
0,2020-10-22T05:00:00+00:00,PT60M
0,2020-10-22T06:00:00+00:00,PT60M
4,2020-10-22T07:00:00+00:00,PT60M
49,2020-10-22T08:00:00+00:00,PT60M
101,2020-10-22T09:00:00+00:00,PT60M
89,2020-10-22T10:00:00+00:00,PT60M
162,2020-10-22T11:00:00+00:00,PT60M
186,2020-10-22T12:00:00+00:00,PT60M
152,2020-10-22T13:00:00+00:00,PT60M
171,2020-10-22T14:00:00+00:00,PT60M
153,2020-10-22T15:00:00+00:00,PT60M
79,2020-10-22T16:00:00+00:00,PT60M
29,2020-10-22T17:00:00+00:00,PT60M
0,2020-10-22T18:00:00+00:00,PT60M
0,2020-10-22T19:00:00+00:00,PT60M
0,2020-10-22T20:00:00+00:00,PT60M
0,2020-10-22T21:00:00+00:00,PT60M
0,2020-10-22T22:00:00+00:00,PT60M
0,2020-10-22T23:00:00+00:00,PT60M
0,2020-10-23T00:00:00+00:00,PT60M
0,2020-10-23T01:00:00+00:00,PT60M
0,2020-10-23T02:00:00+00:00,PT60M
0,2020-10-23T03:00:00+00:00,PT60M
0,2020-10-23T04:00:00+00:00,PT60M
0,2020-10-23T05:00:00+00:00,PT60M
0,2020-10-23T06:00:00+00:00,PT60M
12,2020-10-23T07:00:00+00:00,PT60M
147,2020-10-23T08:00:00+00:00,PT60M
346,2020-10-23T09:00:00+00:00,PT60M
516,2020-10-23T10:00:00+00:00,PT60M
622,2020-10-23T11:00:00+00:00,PT60M
671,2020-10-23T12:00:00+00:00,PT60M
649,2020-10-23T13:00:00+00:00,PT60M
544,2020-10-23T14:00:00+00:00,PT60M
386,2020-10-23T15:00:00+00:00,PT60M
203,2020-10-23T16:00:00+00:00,PT60M
68,2020-10-23T17:00:00+00:00,PT60M
0,2020-10-23T18:00:00+00:00,PT60M
0,2020-10-23T19:00:00+00:00,PT60M
0,2020-10-23T20:00:00+00:00,PT60M
0,2020-10-23T21:00:00+00:00,PT60M
0,2020-10-23T22:00:00+00:00,PT60M
0,2020-10-23T23:00:00+00:00,PT60M
0,2020-10-24T00:00:00+00:00,PT60M
0,2020-10-24T01:00:00+00:00,PT60M
0,2020-10-24T02:00:00+00:00,PT60M
0,2020-10-24T03:00:00+00:00,PT60M
0,2020-10-24T04:00:00+00:00,PT60M
0,2020-10-24T05:00:00+00:00,PT60M
0,2020-10-24T06:00:00+00:00,PT60M
22,2020-10-24T07:00:00+00:00,PT60M
175,2020-10-24T08:00:00+00:00,PT60M
359,2020-10-24T09:00:00+00:00,PT60M
516,2020-10-24T10:00:00+00:00,PT60M
623,2020-10-24T11:00:00+00:00,PT60M
668,2020-10-24T12:00:00+00:00,PT60M
655,2020-10-24T13:00:00+00:00,PT60M
578,2020-10-24T14:00:00+00:00,PT60M
448,2020-10-24T15:00:00+00:00,PT60M
278,2020-10-24T16:00:00+00:00,PT60M
90,2020-10-24T17:00:00+00:00,PT60M
0,2020-10-24T18:00:00+00:00,PT60M
0,2020-10-24T19:00:00+00:00,PT60M
0,2020-10-24T20:00:00+00:00,PT60M
0,2020-10-24T21:00:00+00:00,PT60M
0,2020-10-24T22:00:00+00:00,PT60M
0,2020-10-24T23:00:00+00:00,PT60M
0,2020-10-25T00:00:00+00:00,PT60M
0,2020-10-25T01:00:00+00:00,PT60M
0,2020-10-25T02:00:00+00:00,PT60M
0,2020-10-25T03:00:00+00:00,PT60M
0,2020-10-25T04:00:00+00:00,PT60M
0,2020-10-25T05:00:00+00:00,PT60M
0,2020-10-25T06:00:00+00:00,PT60M
21,2020-10-25T07:00:00+00:00,PT60M
162,2020-10-25T08:00:00+00:00,PT60M
353,2020-10-25T09:00:00+00:00,PT60M
508,2020-10-25T10:00:00+00:00,PT60M
615,2020-10-25T11:00:00+00:00,PT60M
664,2020-10-25T12:00:00+00:00,PT60M
647,2020-10-25T13:00:00+00:00,PT60M
570,2020-10-25T14:00:00+00:00,PT60M
439,2020-10-25T15:00:00+00:00,PT60M
268,2020-10-25T16:00:00+00:00,PT60M
81,2020-10-25T17:00:00+00:00,PT60M
0,2020-10-25T18:00:00+00:00,PT60M
0,2020-10-25T19:00:00+00:00,PT60M
0,2020-10-25T20:00:00+00:00,PT60M
0,2020-10-25T21:00:00+00:00,PT60M
0,2020-10-25T22:00:00+00:00,PT60M
0,2020-10-25T23:00:00+00:00,PT60M
0,2020-10-26T00:00:00+00:00,PT60M
0,2020-10-26T01:00:00+00:00,PT60M
0,2020-10-26T02:00:00+00:00,PT60M
0,2020-10-26T03:00:00+00:00,PT60M
0,2020-10-26T04:00:00+00:00,PT60M
0,2020-10-26T05:00:00+00:00,PT60M
0,2020-10-26T06:00:00+00:00,PT60M
2,2020-10-26T07:00:00+00:00,PT60M
92,2020-10-26T08:00:00+00:00,PT60M
325,2020-10-26T09:00:00+00:00,PT60M
487,2020-10-26T10:00:00+00:00,PT60M
617,2020-10-26T11:00:00+00:00,PT60M
664,2020-10-26T12:00:00+00:00,PT60M
653,2020-10-26T13:00:00+00:00,PT60M
577,2020-10-26T14:00:00+00:00,PT60M
447,2020-10-26T15:00:00+00:00,PT60M
276,2020-10-26T16:00:00+00:00,PT60M
86,2020-10-26T17:00:00+00:00,PT60M
0,2020-10-26T18:00:00+00:00,PT60M
0,2020-10-26T19:00:00+00:00,PT60M
0,2020-10-26T20:00:00+00:00,PT60M
0,2020-10-26T21:00:00+00:00,PT60M
0,2020-10-26T22:00:00+00:00,PT60M
0,2020-10-26T23:00:00+00:00,PT60M
0,2020-10-27T00:00:00+00:00,PT60M
0,2020-10-27T01:00:00+00:00,PT60M
0,2020-10-27T02:00:00+00:00,PT60M
0,2020-10-27T03:00:00+00:00,PT60M
0,2020-10-27T04:00:00+00:00,PT60M
0,2020-10-27T05:00:00+00:00,PT60M
0,2020-10-27T06:00:00+00:00,PT60M
13,2020-10-27T07:00:00+00:00,PT60M
138,2020-10-27T08:00:00+00:00,PT60M
298,2020-10-27T09:00:00+00:00,PT60M
484,2020-10-27T10:00:00+00:00,PT60M
606,2020-10-27T11:00:00+00:00,PT60M
622,2020-10-27T12:00:00+00:00,PT60M
633,2020-10-27T13:00:00+00:00,PT60M
552,2020-10-27T14:00:00+00:00,PT60M
418,2020-10-27T15:00:00+00:00,PT60M
250,2020-10-27T16:00:00+00:00,PT60M
74,2020-10-27T17:00:00+00:00,PT60M
0,2020-10-27T18:00:00+00:00,PT60M
0,2020-10-27T19:00:00+00:00,PT60M
0,2020-10-27T20:00:00+00:00,PT60M
0,2020-10-27T21:00:00+00:00,PT60M
0,2020-10-27T22:00:00+00:00,PT60M
0,2020-10-27T23:00:00+00:00,PT60M
0,2020-10-28T00:00:00+00:00,PT60M
0,2020-10-28T01:00:00+00:00,PT60M
0,2020-10-28T02:00:00+00:00,PT60M
0,2020-10-28T03:00:00+00:00,PT60M
0,2020-10-28T04:00:00+00:00,PT60M
0,2020-10-28T05:00:00+00:00,PT60M
0,2020-10-28T06:00:00+00:00,PT60M
12,2020-10-28T07:00:00+00:00,PT60M
145,2020-10-28T08:00:00+00:00,PT60M
330,2020-10-28T09:00:00+00:00,PT60M
479,2020-10-28T10:00:00+00:00,PT60M
581,2020-10-28T11:00:00+00:00,PT60M
624,2020-10-28T12:00:00+00:00,PT60M
616,2020-10-28T13:00:00+00:00,PT60M
544,2020-10-28T14:00:00+00:00,PT60M
394,2020-10-28T15:00:00+00:00,PT60M
251,2020-10-28T16:00:00+00:00,PT60M
74,2020-10-28T17:00:00+00:00,PT60M
0,2020-10-28T18:00:00+00:00,PT60M
0,2020-10-28T19:00:00+00:00,PT60M
0,2020-10-28T20:00:00+00:00,PT60M
0,2020-10-28T21:00:00+00:00,PT60M
0,2020-10-28T22:00:00+00:00,PT60M
0,2020-10-28T23:00:00+00:00,PT60M
0,2020-10-29T00:00:00+00:00,PT60M
0,2020-10-29T01:00:00+00:00,PT60M
0,2020-10-29T02:00:00+00:00,PT60M
0,2020-10-29T03:00:00+00:00,PT60M
0,2020-10-29T04:00:00+00:00,PT60M
0,2020-10-29T05:00:00+00:00,PT60M
0,2020-10-29T06:00:00+00:00,PT60M
15,2020-10-29T07:00:00+00:00,PT60M
156,2020-10-29T08:00:00+00:00,PT60M
335,2020-10-29T09:00:00+00:00,PT60M
487,2020-10-29T10:00:00+00:00,PT60M
591,2020-10-29T11:00:00+00:00,PT60M
638,2020-10-29T12:00:00+00:00,PT60M
624,2020-10-29T13:00:00+00:00,PT60M
550,2020-10-29T14:00:00+00:00,PT60M
421,2020-10-29T15:00:00+00:00,PT60M
253,2020-10-29T16:00:00+00:00,PT60M
67,2020-10-29T17:00:00+00:00,PT60M
0,2020-10-29T18:00:00+00:00,PT60M
0,2020-10-29T19:00:00+00:00,PT60M
0,2020-10-29T20:00:00+00:00,PT60M
0,2020-10-29T21:00:00+00:00,PT60M
0,2020-10-29T22:00:00+00:00,PT60M
0,2020-10-29T23:00:00+00:00,PT60M
0,2020-10-30T00:00:00+00:00,PT60M
0,2020-10-30T01:00:00+00:00,PT60M
0,2020-10-30T02:00:00+00:00,PT60M
0,2020-10-30T03:00:00+00:00,PT60M
0,2020-10-30T04:00:00+00:00,PT60M
0,2020-10-30T05:00:00+00:00,PT60M
0,2020-10-30T06:00:00+00:00,PT60M
13,2020-10-30T07:00:00+00:00,PT60M
151,2020-10-30T08:00:00+00:00,PT60M
337,2020-10-30T09:00:00+00:00,PT60M
492,2020-10-30T10:00:00+00:00,PT60M
598,2020-10-30T11:00:00+00:00,PT60M
638,2020-10-30T12:00:00+00:00,PT60M
631,2020-10-30T13:00:00+00:00,PT60M
554,2020-10-30T14:00:00+00:00,PT60M
424,2020-10-30T15:00:00+00:00,PT60M
254,2020-10-30T16:00:00+00:00,PT60M
71,2020-10-30T17:00:00+00:00,PT60M
0,2020-10-30T18:00:00+00:00,PT60M
0,2020-10-30T19:00:00+00:00,PT60M
0,2020-10-30T20:00:00+00:00,PT60M
0,2020-10-30T21:00:00+00:00,PT60M
0,2020-10-30T22:00:00+00:00,PT60M
0,2020-10-30T23:00:00+00:00,PT60M
0,2020-10-31T00:00:00+00:00,PT60M
0,2020-10-31T01:00:00+00:00,PT60M
0,2020-10-31T02:00:00+00:00,PT60M
0,2020-10-31T03:00:00+00:00,PT60M
0,2020-10-31T04:00:00+00:00,PT60M
0,2020-10-31T05:00:00+00:00,PT60M
0,2020-10-31T06:00:00+00:00,PT60M
12,2020-10-31T07:00:00+00:00,PT60M
148,2020-10-31T08:00:00+00:00,PT60M
332,2020-10-31T09:00:00+00:00,PT60M
484,2020-10-31T10:00:00+00:00,PT60M
588,2020-10-31T11:00:00+00:00,PT60M
635,2020-10-31T12:00:00+00:00,PT60M
620,2020-10-31T13:00:00+00:00,PT60M
543,2020-10-31T14:00:00+00:00,PT60M
413,2020-10-31T15:00:00+00:00,PT60M
244,2020-10-31T16:00:00+00:00,PT60M
66,2020-10-31T17:00:00+00:00,PT60M
0,2020-10-31T18:00:00+00:00,PT60M
0,2020-10-31T19:00:00+00:00,PT60M
0,2020-10-31T20:00:00+00:00,PT60M
0,2020-10-31T21:00:00+00:00,PT60M
0,2020-10-31T22:00:00+00:00,PT60M
0,2020-10-31T23:00:00+00:00,PT60M
0,2020-11-01T00:00:00+00:00,PT60M
0,2020-11-01T01:00:00+00:00,PT60M
0,2020-11-01T02:00:00+00:00,PT60M
0,2020-11-01T03:00:00+00:00,PT60M
0,2020-11-01T04:00:00+00:00,PT60M
0,2020-11-01T05:00:00+00:00,PT60M
0,2020-11-01T06:00:00+00:00,PT60M
9,2020-11-01T07:00:00+00:00,PT60M
141,2020-11-01T08:00:00+00:00,PT60M
322,2020-11-01T09:00:00+00:00,PT60M
475,2020-11-01T10:00:00+00:00,PT60M
581,2020-11-01T11:00:00+00:00,PT60M
628,2020-11-01T12:00:00+00:00,PT60M
613,2020-11-01T13:00:00+00:00,PT60M
537,2020-11-01T14:00:00+00:00,PT60M
408,2020-11-01T15:00:00+00:00,PT60M
242,2020-11-01T16:00:00+00:00,PT60M
64,2020-11-01T17:00:00+00:00,PT60M
0,2020-11-01T18:00:00+00:00,PT60M
0,2020-11-01T19:00:00+00:00,PT60M
0,2020-11-01T20:00:00+00:00,PT60M
0,2020-11-01T21:00:00+00:00,PT60M
0,2020-11-01T22:00:00+00:00,PT60M
0,2020-11-01T23:00:00+00:00,PT60M
0,2020-11-02T00:00:00+00:00,PT60M
0,2020-11-02T01:00:00+00:00,PT60M
0,2020-11-02T02:00:00+00:00,PT60M
0,2020-11-02T03:00:00+00:00,PT60M
0,2020-11-02T04:00:00+00:00,PT60M
0,2020-11-02T05:00:00+00:00,PT60M
0,2020-11-02T06:00:00+00:00,PT60M
9,2020-11-02T07:00:00+00:00,PT60M
137,2020-11-02T08:00:00+00:00,PT60M
317,2020-11-02T09:00:00+00:00,PT60M
469,2020-11-02T10:00:00+00:00,PT60M
575,2020-11-02T11:00:00+00:00,PT60M
622,2020-11-02T12:00:00+00:00,PT60M
608,2020-11-02T13:00:00+00:00,PT60M
532,2020-11-02T14:00:00+00:00,PT60M
404,2020-11-02T15:00:00+00:00,PT60M
237,2020-11-02T16:00:00+00:00,PT60M
61,2020-11-02T17:00:00+00:00,PT60M
0,2020-11-02T18:00:00+00:00,PT60M
0,2020-11-02T19:00:00+00:00,PT60M
0,2020-11-02T20:00:00+00:00,PT60M
0,2020-11-02T21:00:00+00:00,PT60M
0,2020-11-02T22:00:00+00:00,PT60M
0,2020-11-02T23:00:00+00:00,PT60M
0,2020-11-03T00:00:00+00:00,PT60M
0,2020-11-03T01:00:00+00:00,PT60M
0,2020-11-03T02:00:00+00:00,PT60M
0,2020-11-03T03:00:00+00:00,PT60M
0,2020-11-03T04:00:00+00:00,PT60M
0,2020-11-03T05:00:00+00:00,PT60M
0,2020-11-03T06:00:00+00:00,PT60M
6,2020-11-03T07:00:00+00:00,PT60M
79,2020-11-03T08:00:00+00:00,PT60M
191,2020-11-03T09:00:00+00:00,PT60M
307,2020-11-03T10:00:00+00:00,PT60M
551,2020-11-03T11:00:00+00:00,PT60M
606,2020-11-03T12:00:00+00:00,PT60M
586,2020-11-03T13:00:00+00:00,PT60M
510,2020-11-03T14:00:00+00:00,PT60M
382,2020-11-03T15:00:00+00:00,PT60M
189,2020-11-03T16:00:00+00:00,PT60M
43,2020-11-03T17:00:00+00:00,PT60M
0,2020-11-03T18:00:00+00:00,PT60M
0,2020-11-03T19:00:00+00:00,PT60M
0,2020-11-03T20:00:00+00:00,PT60M
0,2020-11-03T21:00:00+00:00,PT60M
0,2020-11-03T22:00:00+00:00,PT60M
0,2020-11-03T23:00:00+00:00,PT60M
0,2020-11-04T00:00:00+00:00,PT60M
0,2020-11-04T01:00:00+00:00,PT60M
0,2020-11-04T02:00:00+00:00,PT60M
0,2020-11-04T03:00:00+00:00,PT60M
0,2020-11-04T04:00:00+00:00,PT60M
0,2020-11-04T05:00:00+00:00,PT60M
0,2020-11-04T06:00:00+00:00,PT60M
4,2020-11-04T07:00:00+00:00,PT60M
37,2020-11-04T08:00:00+00:00,PT60M
48,2020-11-04T09:00:00+00:00,PT60M
95,2020-11-04T10:00:00+00:00,PT60M
151,2020-11-04T11:00:00+00:00,PT60M
191,2020-11-04T12:00:00+00:00,PT60M
167,2020-11-04T13:00:00+00:00,PT60M
184,2020-11-04T14:00:00+00:00,PT60M
199,2020-11-04T15:00:00+00:00,PT60M
125,2020-11-04T16:00:00+00:00,PT60M
33,2020-11-04T17:00:00+00:00,PT60M
0,2020-11-04T18:00:00+00:00,PT60M
0,2020-11-04T19:00:00+00:00,PT60M
0,2020-11-04T20:00:00+00:00,PT60M
0,2020-11-04T21:00:00+00:00,PT60M
0,2020-11-04T22:00:00+00:00,PT60M
0,2020-11-04T23:00:00+00:00,PT60M
0,2020-11-05T00:00:00+00:00,PT60M
0,2020-11-05T01:00:00+00:00,PT60M
0,2020-11-05T02:00:00+00:00,PT60M
0,2020-11-05T03:00:00+00:00,PT60M
0,2020-11-05T04:00:00+00:00,PT60M
0,2020-11-05T05:00:00+00:00,PT60M
0,2020-11-05T06:00:00+00:00,PT60M
0,2020-11-05T07:00:00+00:00,PT60M
31,2020-11-05T08:00:00+00:00,PT60M
81,2020-11-05T09:00:00+00:00,PT60M
112,2020-11-05T10:00:00+00:00,PT60M
213,2020-11-05T11:00:00+00:00,PT60M
238,2020-11-05T12:00:00+00:00,PT60M
192,2020-11-05T13:00:00+00:00,PT60M
82,2020-11-05T14:00:00+00:00,PT60M
112,2020-11-05T15:00:00+00:00,PT60M
81,2020-11-05T16:00:00+00:00,PT60M
19,2020-11-05T17:00:00+00:00,PT60M
0,2020-11-05T18:00:00+00:00,PT60M
0,2020-11-05T19:00:00+00:00,PT60M
0,2020-11-05T20:00:00+00:00,PT60M
0,2020-11-05T21:00:00+00:00,PT60M
0,2020-11-05T22:00:00+00:00,PT60M
0,2020-11-05T23:00:00+00:00,PT60M
0,2020-11-06T00:00:00+00:00,PT60M
0,2020-11-06T01:00:00+00:00,PT60M
0,2020-11-06T02:00:00+00:00,PT60M
0,2020-11-06T03:00:00+00:00,PT60M
0,2020-11-06T04:00:00+00:00,PT60M
0,2020-11-06T05:00:00+00:00,PT60M
0,2020-11-06T06:00:00+00:00,PT60M
1,2020-11-06T07:00:00+00:00,PT60M
64,2020-11-06T08:00:00+00:00,PT60M
183,2020-11-06T09:00:00+00:00,PT60M
357,2020-11-06T10:00:00+00:00,PT60M
450,2020-11-06T11:00:00+00:00,PT60M
483,2020-11-06T12:00:00+00:00,PT60M
496,2020-11-06T13:00:00+00:00,PT60M
402,2020-11-06T14:00:00+00:00,PT60M
288,2020-11-06T15:00:00+00:00,PT60M
122,2020-11-06T16:00:00+00:00,PT60M
18,2020-11-06T17:00:00+00:00,PT60M
0,2020-11-06T18:00:00+00:00,PT60M
0,2020-11-06T19:00:00+00:00,PT60M
0,2020-11-06T20:00:00+00:00,PT60M
0,2020-11-06T21:00:00+00:00,PT60M
0,2020-11-06T22:00:00+00:00,PT60M
0,2020-11-06T23:00:00+00:00,PT60M
0,2020-11-07T00:00:00+00:00,PT60M
0,2020-11-07T01:00:00+00:00,PT60M
0,2020-11-07T02:00:00+00:00,PT60M
0,2020-11-07T03:00:00+00:00,PT60M
0,2020-11-07T04:00:00+00:00,PT60M
0,2020-11-07T05:00:00+00:00,PT60M
0,2020-11-07T06:00:00+00:00,PT60M
1,2020-11-07T07:00:00+00:00,PT60M
21,2020-11-07T08:00:00+00:00,PT60M
127,2020-11-07T09:00:00+00:00,PT60M
416,2020-11-07T10:00:00+00:00,PT60M
525,2020-11-07T11:00:00+00:00,PT60M
575,2020-11-07T12:00:00+00:00,PT60M
566,2020-11-07T13:00:00+00:00,PT60M
462,2020-11-07T14:00:00+00:00,PT60M
283,2020-11-07T15:00:00+00:00,PT60M
169,2020-11-07T16:00:00+00:00,PT60M
36,2020-11-07T17:00:00+00:00,PT60M
0,2020-11-07T18:00:00+00:00,PT60M
0,2020-11-07T19:00:00+00:00,PT60M
0,2020-11-07T20:00:00+00:00,PT60M
0,2020-11-07T21:00:00+00:00,PT60M
0,2020-11-07T22:00:00+00:00,PT60M
0,2020-11-07T23:00:00+00:00,PT60M
0,2020-11-08T00:00:00+00:00,PT60M
0,2020-11-08T01:00:00+00:00,PT60M
0,2020-11-08T02:00:00+00:00,PT60M
0,2020-11-08T03:00:00+00:00,PT60M
0,2020-11-08T04:00:00+00:00,PT60M
0,2020-11-08T05:00:00+00:00,PT60M
0,2020-11-08T06:00:00+00:00,PT60M
4,2020-11-08T07:00:00+00:00,PT60M
94,2020-11-08T08:00:00+00:00,PT60M
267,2020-11-08T09:00:00+00:00,PT60M
396,2020-11-08T10:00:00+00:00,PT60M
463,2020-11-08T11:00:00+00:00,PT60M
563,2020-11-08T12:00:00+00:00,PT60M
570,2020-11-08T13:00:00+00:00,PT60M
462,2020-11-08T14:00:00+00:00,PT60M
317,2020-11-08T15:00:00+00:00,PT60M
169,2020-11-08T16:00:00+00:00,PT60M
36,2020-11-08T17:00:00+00:00,PT60M
0,2020-11-08T18:00:00+00:00,PT60M
0,2020-11-08T19:00:00+00:00,PT60M
0,2020-11-08T20:00:00+00:00,PT60M
0,2020-11-08T21:00:00+00:00,PT60M
0,2020-11-08T22:00:00+00:00,PT60M
0,2020-11-08T23:00:00+00:00,PT60M
0,2020-11-09T00:00:00+00:00,PT60M
0,2020-11-09T01:00:00+00:00,PT60M
0,2020-11-09T02:00:00+00:00,PT60M
0,2020-11-09T03:00:00+00:00,PT60M
0,2020-11-09T04:00:00+00:00,PT60M
0,2020-11-09T05:00:00+00:00,PT60M
0,2020-11-09T06:00:00+00:00,PT60M
2,2020-11-09T07:00:00+00:00,PT60M
57,2020-11-09T08:00:00+00:00,PT60M
151,2020-11-09T09:00:00+00:00,PT60M
423,2020-11-09T10:00:00+00:00,PT60M
535,2020-11-09T11:00:00+00:00,PT60M
584,2020-11-09T12:00:00+00:00,PT60M
570,2020-11-09T13:00:00+00:00,PT60M
496,2020-11-09T14:00:00+00:00,PT60M
370,2020-11-09T15:00:00+00:00,PT60M
206,2020-11-09T16:00:00+00:00,PT60M
41,2020-11-09T17:00:00+00:00,PT60M
0,2020-11-09T18:00:00+00:00,PT60M
0,2020-11-09T19:00:00+00:00,PT60M
0,2020-11-09T20:00:00+00:00,PT60M
0,2020-11-09T21:00:00+00:00,PT60M
0,2020-11-09T22:00:00+00:00,PT60M
0,2020-11-09T23:00:00+00:00,PT60M
0,2020-11-10T00:00:00+00:00,PT60M
0,2020-11-10T01:00:00+00:00,PT60M
0,2020-11-10T02:00:00+00:00,PT60M
0,2020-11-10T03:00:00+00:00,PT60M
0,2020-11-10T04:00:00+00:00,PT60M
0,2020-11-10T05:00:00+00:00,PT60M
0,2020-11-10T06:00:00+00:00,PT60M
3,2020-11-10T07:00:00+00:00,PT60M
84,2020-11-10T08:00:00+00:00,PT60M
239,2020-11-10T09:00:00+00:00,PT60M
419,2020-11-10T10:00:00+00:00,PT60M
525,2020-11-10T11:00:00+00:00,PT60M
572,2020-11-10T12:00:00+00:00,PT60M
559,2020-11-10T13:00:00+00:00,PT60M
480,2020-11-10T14:00:00+00:00,PT60M
